BAM,SAM,k=4,k=8,k=16,k=32,k=64,k=128,k=256,k=512,k=1024,k=2048,k=half,k=log,k=sqrt,data_size
15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,2
15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,15732736,2
15732736,15732736,15732736,
